mae
0.045400858
0.027882218
0.028870225
0.029566884
0.027520776
0.023022175
0.028054476
0.011181235
0.01170373
0.0011575222
0.00608325
0.008593321
0.015475392
0.0060042143
0.01756072
0.0048468113
0.019505262
0.006259203
0.018568277
0.020035505
0.026952863
0.023940206
0.046810865
0.058968544
0.0772872
0.08134508
0.0834018
0.058036327
0.0572083
0.058780313
0.03774941
0.013846993
0.00019824505
0.0077234507
0.016327858
0.006140232
0.011542797
0.02199471
0.03170073
0.034750104
0.03847587
0.030825257
0.014212489
0.0017615557
0.007500887
0.008808374
0.016531706
0.020905375
0.022244215
0.01613915
0.0022411346
0.004342675
0.01343739
0.017423272
0.020969152
0.02431488
0.004954338
0.010346174
0.042066693
0.017276406
0.0039817095
0.0009902716
0.007273674
0.024933338
0.019070625
0.00187397
0.017821312
0.025011063
0.027979255
0.02323544
0.02753508
0.022267818
0.016369104
0.008605719
0.0037238598
0.0018489361
0.0026960373
0.012533426
0.020264387
0.008377194
0.023968816
0.030880094
0.032755494
0.031759858
0.02314949
0.024991274
0.03676021
0.05477798
0.06023729
0.059034705
0.051054
0.054781675
0.043242812
0.022892356
0.044575095
0.05184686
0.054597855
0.048923373
0.03452301
0.0244807
0.0011088848
0.005236864
0.008826971
0.020768166
0.0007343292
0.016390204
0.011469245
0.005223274
0.0054831505
0.0051312447
0.004074335
0.0034587383
0.0029535294
0.009936094
0.0355711
0.036123276
0.034323692
0.031588674
0.025689125
0.016410112
0.026556611
0.036404967
0.011383414
0.0022121668
0.0016319752
0.0153900385
0.036901474
0.042336106
0.05547917
0.06313908
0.06287587
0.05861509
0.05315852
0.046456218
0.032025456
0.01180613
0.0043803453
0.00047433376
0.006849289
0.0053333044
0.0008006096
0.012217402
0.029675603
0.029949784
0.028246522
0.022505283
0.020928144
0.024924517
0.037115812
0.044715643
0.056318045
0.058261156
0.04676318
0.066090226
0.045591712
0.052173376
0.054681897
0.025558114
0.008515
0.0011668205
0.017228007
0.0031024218
0.0021446943
0.022747159
0.043661237
0.051501393
0.052678943
0.04879892
0.055617213
0.023037076
0.004785657
0.021177173
0.033674598
0.042431116
0.03096056
0.03305924
0.02981031
0.025101066
0.020968318
0.017324328
0.014151931
0.0023633242
0.020773292
0.020331979
0.024724245
0.029794931
0.030315638
0.023817897
0.020500422
0.039061546
0.0623374
0.061205387
0.056714058
0.05038452
0.03994596
0.039788246
0.040347457
0.032325983
0.03293121
0.0019954443
0.014216065
0.011482239
0.03775692
0.042952657
0.05616796
0.059711337
0.0547117
0.048287272
0.045660973
0.021020174
0.03273952
0.017659068
0.023098826
0.016403079
0.011523604
0.0077017546
0.0055298805
0.024754167
0.016183138
0.0005543232
0.0149252415
0.02221942
0.023169875
0.0380826
0.004096985
0.0073075294
0.018653631
0.0028312206
0.005260706
0.0119127035
0.014730573
0.012840509
0.0016056299
0.0014368296
0.023275495
0.032758832
0.03560126
0.031526923
0.049021363
0.010154128
0.015256286
0.011488318
0.008487105
0.008659005
0.0067685843
0.015310526
0.006865382
0.0006322861
0.0010299683
0.0010690689
0.0034965277
0.0070091486
0.008468866
0.0012315512
0.0033569336
0.03231764
0.048065662
0.050501704
0.049588323
0.05776477
0.063194394
0.06051874
0.063400745
0.05995655
0.056717277
0.042277813
0.033336043
0.023178935
0.02019453
0.011361122
0.027289867
0.038826823
0.028467655
0.029480338
0.02781856
0.028044462
0.035028696
0.0362103
0.03428495
0.033804893
0.024242282
0.021839142
0.0067158937
0.00030362606
0.004195094
0.009719849
0.0034770966
0.0019613504
0.009644151
0.03272426
0.011004806
0.0005928278
0.008425713
0.008373857
0.0062510967
0.0068148375
0.01472187
0.023619175
0.026826382
0.020728469
0.034597874
0.029430032
0.038300395
0.027826548
0.0304811
0.029517889
0.029715538
0.02252698
0.016173601
0.0009810925
0.0012658834
0.009601712
0.014493585
0.013696909
0.021236181
0.008805156
0.025770545
0.033099055
0.018375754
0.009507537
0.004834056
0.0015425682
0.0058555603
0.016067386
0.01493597
0.01583147
0.015410423
0.014280796
0.00021398067
0.029070616
0.034650803
0.036327362
0.017595291
0.0069069862
0.0042327642
0.0037095547
0.02381754
0.036480784
0.04721439
0.03954637
0.03297603
0.02651453
0.02403593
0.029583573
0.005442977
0.024463654
0.02750063
0.027884483
0.025972247
0.02143085
0.024447203
0.026874423
0.040842414
0.04337442
0.041878104
0.03997028
0.033316135
0.023885489
0.023024082
0.019099116
0.0031388998
0.0043622255
0.002120018
0.020321012
0.031867504
0.041908503
0.033123493
0.0144991875
0.0038957596
0.001991868
0.009943724
0.014007807
0.010562897
0.029836178
0.031300068
0.030103207
0.032453775
0.023029089
0.0032182932
0.00084114075
0.001995325
0.017560244
0.025974989
0.029448152
0.025826693
0.032034755
0.001704812
0.0035754442
0.010702729
0.013285279
0.012370944
0.013526797
0.014356494
0.01474607
0.008352518
0.0040109158
0.0011508465
0.0011781454
0.0076452494
0.0028215647
0.001401782
0.011698604
0.006380677
0.014803052
0.015473366
0.019297957
0.02719009
0.02580142
0.030421495
0.011362791
0.0006811619
0.0071023703
0.013316512
0.004153371
0.020865202
0.010851145
0.01059556
0.009360552
0.007598996
0.0019640923
0.0026519299
0.02961111
0.02089405
0.017031193
0.013523579
0.02049613
0.004247308
0.03279817
0.003782034
0.03520727
0.01898241
0.009832859
0.00594306
0.009776354
0.030126333
0.015162349
0.010764599
0.011122704
0.010127544
0.007879734
0.0010223389
0.017274022
0.008762479
0.018153906
0.03589177
0.0422256
0.039907217
0.04189372
0.039858103
0.02934587
0.038342953
0.037971497
0.034724712
0.031461477
0.023937464
0.019074678
0.020452738
0.006876707
0.03276038
0.051410913
0.051134944
0.06464672
0.069256306
0.078778625
0.08346629
0.07356048
0.06345868
0.05447817
0.041118383
0.037657976
0.03545487
0.015172124
0.015085816
0.013425946
0.014969945
0.010856152
0.0038428307
0.017193556
0.026555538
0.009253025
0.00015926361
0.005140424
